,Tweets,Level 1,Level 2
4957,Love u hasham bhai jald hi mere bhai k. . M hojaye ge inshallah,emotion,Happy
4956,"wa,alaikum assalam !! bhai jaan good video keep it up",emotion,Happy
4955,Nice video hmesha ki tarah....apki awaz se lg rha hai k apki tbiyat kaafi khrab hai....sonf and daar cheeni ki green tea bana kr piyen,emotion,Happy
4954,Sir ap mere fvrt youtuber m se ho love u sir,emotion,Happy
4953,Great video Allah aapko shifaye aamil ataa farmaye & best of luck for M subscribers in future,emotion,Happy
4952,bhai bohat he kamal ki video thii God bless you,emotion,Happy
4951,very good bro bht khob realy very good keep it up,emotion,Happy
4950,Bhai bohat Alaw Apki videos bohat Achi hoti hain love your work,emotion,Happy
4949,Kamal ki video h Yaar bhai kaisy kr laity ho Loveit,emotion,Happy
4948,Welldone bro .. apki videos itni intrusting hoti hen ot bhot knowledge wali bhi.. keep it up.,emotion,Happy
4947,Bht achi video hai....very informative,emotion,Happy
4946,Maashaaallah bhae nice informative video Allah pak apko kamyaabiyaan ata kare or apka channel Pakistan men no informative channel hoga InshaAllah,emotion,Happy
4945,bro iam shahid cheema live in germany mae apka buhat bara fan hon nice voice,emotion,Happy
4944,Bhai ap pakistan ke best toutuber ho i hope that ke ap ko million subscribers jaldi mil jaye main ek hindu huin but pakistan main rehta huin aur pakistan se hee pyaar karta huin,emotion,Happy
4943,vry vry nice video bhai ap ka channel million billion tk pohonchayga,emotion,Happy
4942,Bht awlaa work yar keep it up best youtuber,emotion,Happy
4941,"Assalamualaikum Sir maine abi apko insta pr dekha ap ne pics achi trah se upload nahi kien apni Q??? Kher, u r handsome nd ur voice is superb nd bold I know a huge amounts of people r ur fans bt i really a biggest biggest fan of ur videos nd ur voice Allah apko mazeed traqqi de or khush rahen ameen",emotion,Happy
4940,really bht zyada mehnat ki hai ap ne nazar aa raha hai very very very Awesome Vide0.,emotion,Happy
4939,Sir ap ka voice bohat acha hai I like am,emotion,Happy
4938,"Guys I haven't fully recovered from the flu , kafi mushkil se video post ki hai. hope you will like it. stay blessed",emotion,Happy
4937,Agar koi kale billi ghosre jaye toh kuch bora hoga? Is that true? Thank you Hashim Bhai for heart keep up the great work,emotion,Happy
4936,Aapki videos BHT awlaaa hoti hai yrr... you r the besttt.. Like plzzz..,emotion,Happy
4935,Salam.. bhai how are you ? MashAllah MashAllah ap bht asha kam krahy bht sari duain hain apke liye khuda apko beyhadh khushyan or lambi Umer ata krein Ameen.. best & informative channel ..,emotion,Happy
4934,Very good videos ma ni apka sare video deki hai like me jis ni sari video deko hai is chenel ka,emotion,Happy
4933,Mere channel ko promote Kare please i love you channel plz plz plz plz,emotion,Happy
4932,no bhai i am muslim aur mera jinn wagara per uqin hai laqin waham per thora se or love your video,emotion,Happy
4931,Bhai ap bohut mehnat karty ho very best,emotion,Happy
4930,Love it so much bus intazar main bheta rehta hun kai apki video kab ayi gi,emotion,Happy
4929,Mein Esyy koi Wehem naa shikar nii hn but your videos suparb mujyy jesii mili Maine dekhii suparb bro or video's upload kro or nolage do humy,emotion,Happy
4928,"Hakeem luqman ke pass sirf cheez ka ilaj nhi tha....WO hai""WEHAM""...... LA ilaj bemari.....osm video bhai....ap humaesha khush rhe,God bless u....I m ur big fan",emotion,Happy
4927,Ma to kisi waham ka shiqaar nahi kun ka mera birthday ha ko but i feel i am the luckiest person !!!!!!,emotion,Happy
4926,Good information thanks bro banaty raho humary leye,emotion,Happy
4925,Love your videos plzz de dein,emotion,Happy
4924,I'm obsessed with your voice ... it's very calming ...much love from Kashmir or Han mujhe bhi heart chahie,emotion,Happy
4923,Boht hoob sir or achi achi video bnaya karo keep it up,emotion,Happy
4922,yaar agli video peshawar attack pa bnain however ..very good video,emotion,Happy
4921,kis kis ko Reality Tv ki video achi lagti ha nice video,emotion,Happy
4920,Nyc channel for information Me apkey sath hon,emotion,Happy
4919,Your best Apke awaz bhot pyari hai Allah apko taraki da Keep it up Love your channel,emotion,Happy
4918,Awesome video bhai mai aapke har video notification pe khaas kar ke dekhta hu i really like this channel and iam from india,emotion,Happy
4917,butt-your-video-is-so-niceeeeeee-and-i-like-your-video-jise-reality-tv-pasand-ha-wo-like-zaroor-kare-ga-1-like-to-banta-ha-yaarrrr,emotion,Happy
4916,Nai Dar hota hai par hm Muslims hn hm sirf Allah pak se dartay hn nice video stay blessed,emotion,Happy
4915,walekomsalam bhai apne weham per bohat achi video banai ha ye sub hadse ik itefaq ta ya kuch or ye Allah hi khoob janta ha magar weham ka koi ilaj nahi or is waqt har jaga koi na koi is ka shikar ha good video good luck...,emotion,Happy
4914,I don't want to disappointed you lakin tm society ki third class baten kio explain krte ho tmhare starting videos ache the lakin plz ese baseless superstitions par to bilkul fuzol ha. Ab khud socha dunya ka sab sa taraqqe yafta mulk no.sa darta ho ga..... Hahahahaha,emotion,Happy
4913,Hi I'm doing fsc ...mene psychology mn kafi sary phobia prhy aur aj aik aur TRISKAIDEKAPHOBIA it's very informative video ...apki sari videos bht informative hoti hain ...aur mujhy bhi 'AGORAPHOBIA' which means 'Social Anxiety',emotion,Happy
4912,I really love you reality tv your vedeos are the best allah pak aap ko st best you tuber per le kar aye ga inshallah aur plz mujhe like aur heart karo aur plz also make your next vedeo on Philips Hughes death by hitting from a bouncer ball in a test cricket match,emotion,Happy
4911,Bhai apki information hamesha sahi hoti hai Wish u a goodluck for your more videoz Please video Banate rehna,emotion,Happy
4910,"Bhai you're Amazing, just videos time thora kam rakho.",emotion,Happy
4909,Ye baten sachi hoti h thanks alot apne ziada knowledge di thnkx again,emotion,Happy
4908,Aap ki her video super se uper ki hoti hai...I like your all videos,emotion,Happy
4907,I love this video or bhai apka voice bhut Axha hai kasam se logo ka dil main jata hai asi Achi video banata raho good luck,emotion,Happy
4906,Bhai mai kashmir se hoon muje aapki videos acche lagte ha love u from indian occupied kashmir,emotion,Happy
4905,Love ur all vedios m humsha appki.har vedio dekhti hu pix make more this type of vedios,emotion,Happy
4904,Love ur videos.inshallah apky million sub's jaldi hongy,emotion,Happy
4903,Yar bhai ap yah information kaha sa lata ho or I like your channel very interesting video please give me a reply for this message love from Lahore,emotion,Happy
4902,good information . ap ki awaz bhot pyari hai love u bhai jaan,emotion,Happy
4901,Hamesha ki tarhn ek or behterin information video Thanx brother Allah apko hamesh salamat rakhe,emotion,Happy
4900,Yaar Hashem bhai once again a great video <3. Literally before watching any of your you video i hit like button and then watch ^_^. ALLAH apko Salamat rakhey <3,emotion,Happy
4899,very amazing bht khob bro very good keep it up,emotion,Happy
4898,Thanks for uploading this video Allah apko khush rakhe aur sehat de,emotion,Happy
4897,Allah inki ruho ko salamat rakha or inka gunaho ho maf karda inshallah. Amazing video,emotion,Happy
4896,Main pehle purisrar dunya channel ki videos dekhta tha lekin ap ki video k saamne unka content bekaar lagta hai.love your voice or ap samjhate acha ho or topic par hi rehte ho apni taraf SE taqreer nahin karte.keep it up Sir. Jald hi million honge inshaAllah,emotion,Happy
4895,"Zinda bad reality TV khoji TV nay apkay video ""dunya ka sard tareen jaga "" same to same video banay hay bohout say youtuber apkay research ko istemal kartay hay.",emotion,Happy
4894,Ye ap bohat achi vedios banate ho Plz or zeyada banayein Love you,emotion,Happy
4893,love u sir...sir ak request hy...please ap ki picture ka intezar hy...ta ki ap ko dyko..,emotion,Happy
4892,Great sirboht informative hoti hn apki veidios,emotion,Happy
4891,Yar ap great ho really Or har banda ap misal de ga inshallah I love you sir.. You ar really great man,emotion,Happy
4890,U r amazzzzing...me apki koi video miss nhi krti,emotion,Happy
4889,East and West reality is the best bro me apka channel bht shoq se dekhty hn q ke ap sachy baten btate hai bhai plzzz ek dafa reply dede apka Kya jayega reply dene me plzzzzzzzzzz bro ek dafa,emotion,Happy
4888,Wow Bhai bohot achi video thi love you bhai,emotion,Happy
4887,Bahi hamasha till min ke videos banana ho love you from Pakistan,emotion,Happy
4886,dislikes why...kch logo ko free knowledge b hazam nii hotii sir hasham keep it up,emotion,Happy
4885,Great bro..... Jaga jee lagany ki Dunyaa nahi h...... Ye iBrat ki jaa h Tamashaa Nahi h,emotion,Happy
4884,Very informative Ap buht mehnat se videos bnaty ho keep it up,emotion,Happy
4883,good sir i like your video sir ap humre sindh p so video banao plzzz,emotion,Happy
4882,I appreciate your job ap waqai mea bohat mehnat kartay hai,emotion,Happy
4881,Another amezing video... Ap ki video ka intezar rehta hai... Bht acha bolte en aap MA SHA ALLAH... N pata ni yeah kon log en jo unlike karte en...,emotion,Happy
4880,Very nice Hasham cha gaye hn ap Masha Allah,emotion,Happy
4879,st yaar itnai subscribers hai wow yaar keep going,emotion,Happy
4878,Yar ap idea kha sa lata hai please give me a reply love from Lahore,emotion,Happy
4877,God bless u bhai ur videos is sooo nice and information bht achi hoti hai in mein,emotion,Happy
4876,Great job Bahut din k Baad aaya apka ye video,emotion,Happy
4875,walekomsalam bhai lalach bori bala ha in sub companies ne lalach ke liye ye sub kiya or khud in me pans gai good video bro good luck,emotion,Happy
4874,Bhai aap always best ho Love you,emotion,Happy
4873,Hello sir apka work bht bht acha hai your videos mak my day thank you so much reality TV Pakistan Best you tube channel My ALLAH gives you long god and health life Ameen,emotion,Happy
4872,Nice video bohot maza aya video dakh kar thanks reality tv,emotion,Happy
4871,Bhai i am your biggest meri request ha ka ap rozz one video upload kia kain thanks!,emotion,Happy
4870,Very very nice video tussi great ho sir ....,emotion,Happy
4869,bhai ap videos buhat achi hoti hen you are great brother,emotion,Happy
4868,Very nice sir Mummy per vadio banae na,emotion,Happy
4867,"Kiyon nahi pasand aayegi ,aapki har video hi shandaaaar aur jaaaan daaar hoti hai . We love your channel.",emotion,Happy
4866,"ap one of the famous youtubers of pakistan banne wale ha ,ap har video ma suspense dal dete ha well dosri informative vids ko dekh kr ma bore hota hu liken apki vids dekh kr aur dekhna ka dil krta ha ,Good luck with the million subcribers milestone.",emotion,Happy
4865,Assalam.o.alaikum Ap ki videos bht achi hai plss ap jannat ul baqi pe video bnao plss jannat up baqi ki history or wahan itne salo se log dafan kiye ja rahe to wo zameen same kaise rehti plsss is pe gor kr k video zarur bnao it's request Please reply bro,emotion,Happy
4864,Wow nice video bro or be jaldi Bana kro I'm waiting your next video,emotion,Happy
4863,very good bro ache information dete ho ap mene suna he k kal English hero Rambo ke be dead ho gae he us par be Tora vedio banao plz,emotion,Happy
4862,The video was very nice. Hme aapki videos ka bhut hi be sabri se intzaar hota hai. Plz jald se jald videos dalte raha kre.,emotion,Happy
4861,Great job yr.. bhai aik vedio Legend Nusrat Fateh Ali Khan ki life pE bhi bna diEn,emotion,Happy
4860,Your voice is too good.. apki voice achi hy bhhht zada kbhi khud py koi video bnaye..,emotion,Happy
4859,i like your channel very much as it is full of information. i request you to make a video on those places which was destroyed in Azab e Ilahi. kya wo places ab bhi is duniya mai hain? or agar hain to kis hal mai hain. and secondly kindly do make a clip on Egyptian mummies and old culture.,emotion,Happy
4858,Reality TV wali aap bohat achaiiii videos Bana thiii ho may Allah bless you,emotion,Happy
4857,"Aapki videos bhht achi hoti hain, per aapse aik request hai, PlZzz video K start me hello nh bola Karein, PlZzz Im humble request.",emotion,Happy
4856,Divya bharti SE ziada khubsurat heroine aj tak Indian history mein ni asaki I love her,emotion,Happy
4855,Bhai easey he video banatay raho Very Nice,emotion,Happy
4854,W Salam bhai ap Pakistan ki Shan ho keep it up,emotion,Happy
4853,amazing bhai aj kal ap ka jawab nai arha ha inbox me,emotion,Happy
4852,Bhai bhaot acha video tha love from india,emotion,Happy
4851,zabardast . Asif Ali TV na bhi banaya tha aik video lakin wo itna emotional nahe thi aur ya boht zabardast khai... great sir,emotion,Happy
4850,Mujhe bahut Arsa ho chuka hai YouTube istemal karte huye Aapka Channel mujhe bahut hi pasand hai aapki voice Aap Ki Baat Samjhane ka Andaaz aap ka Salam Karne Ka Andaz Jyada Se Jyada video Banaye Kyunki aap ki video banane se Hame bohat c maloomat milti hai Thank you so much brother,emotion,Happy
4849,Awesome bro we all love u ab tu adet c ban gai hay apki videos dekhna,emotion,Happy
4848,salaam bahi kamal ki video hote ha good job....,emotion,Happy
4847,Bhai good job zabrdast research h kafi mehnat kartay ek video bananay me,emotion,Happy
4846,very nice and No and my favt chanal suspense and mistrey ....well done,emotion,Happy
4845,"Really ap buht mehnet se, buht Achi informative videos bnatey hen. Amezing. Thank u",emotion,Happy
4844,V.good video hai Bhai...apki har videos boht Zbrdstttt hai...mey subha se shaam apka he channel dekhta Hun...v.good video thanks.,emotion,Happy
4843,best video... istarah ki or b unsolved cases videos banaey,emotion,Happy
4842,Ho sakta Hai Ke wo mar Gaya Hai but the best video,emotion,Happy
4841,amazaing story.. humy is trha k hairat angaiz kahaniyan boht pasand ha....,emotion,Happy
4840,Aapki videos hamesha achi hoti hain.. Lots of love from burning Kashmir,emotion,Happy
4839,Bahi app buhat achi videos banatey ho please cheak my channel,emotion,Happy
4838,LOVE YOU BRO Aysey hi purisrar chezo prr video banaya karo,emotion,Happy
4837,strange and mysterious story aj tak ye story nai Sunni so ke har video informative hoti hn khas kar Jo AJ kal ap mysterious video's bana rahay hn khush rahain stay blessed,emotion,Happy
4836,"Hello sir your voice is mesmerizing me ,keep it up & please santa clause par vdo bnayen k is me kitni sachai hai or is ka maqsad kia hai",emotion,Happy
4835,Nice information. Bhai Che guera par video bnao plzzzzz. Reply,emotion,Happy
4834,Aap ka Baat Ko Samjhana bahut achha hai Thank you so much brother,emotion,Happy
4833,Bhai aese fans nahi bante.. Ap hafte mein aik video daala karein.. ya aik specific din rakh lein ke isi din video aae gi. Taake logon ko intezaar rahe ap ki videos ka.. BTW when u are making a face cam video ? love ur videos keep it up!,emotion,Happy
4832,Aapki videos bht zabardast or informative hain.. That's why i subscribed your channel for more interesting videos... Thanks alot for sharing very interesting videos..,emotion,Happy
4831,Very nice video bhai. Bhut acchi intrusting info di aapne . Best,emotion,Happy
4830,thanks yar apki sab vedio dekhi or sab mei information mei bht izaafa hua Allah blessed you good work,emotion,Happy
4829,"Good video, India ka ik village jo ik lake k paas tha, us k bnde bhi ghaib ho gae they, jb k lake main insani dhanche bhi moujood hain",emotion,Happy
4828,I love you're video but I requested to you ka ap haunted videos bhi banay please,emotion,Happy
4827,Mujhe yaqeen nahi a raha but nice vedio,emotion,Happy
4826,It is very good video and ap bhi bhoot good ho,emotion,Happy
4825,Great sir bahot khoob khas Kar wo horror stories ka,emotion,Happy
4824,Love your content... Videos late na kia krain yr...,emotion,Happy
4823,Reality tv please clash of clans game ka upper ek video banao please I am a big fan of your chanale,emotion,Happy
4822,apki vieos bohoot amazing hai and plz make a video about the evils baby.... ye kya hai ?,emotion,Happy
4821,Bht khoob bro ap bht informative videos share Krte Ho God bless you,emotion,Happy
4820,Aur video banou mere bhai all the best,emotion,Happy
4819,Ap ki videos daik kar kafi cheezy seek gaya hu bro thanks alot keep it up,emotion,Happy
4818,Reality tv is the best channel ..bro ap ki sari videos bohat achi hoti hai..aur motivational bhi ....keep it up,emotion,Happy
4817,Bhai apni life k Bry ma btao ap kitny educated ho kon c city k ho you tube pr kb or kia soch k channel bnya or apna face b dekhao bot sun li apki awz ab face k sth video do By the way apki videos bot achi hoti hn,emotion,Happy
4816,Bhut acchi video hai bhai. Very nice aapki mehnat kbhi v bekar nhi jati. Very nice,emotion,Happy
4815,voice nice a bhai name btay gy apna mind na kry to plz ignore ni krna plz I want known about u tora sa btay gy reply zror dy ignore ni plz,emotion,Happy
4814,it is very nice video,emotion,Happy
4813,Good job Bari information milti hai bro Apki video sa,emotion,Happy
4812,Apki videos bot achi hoti hn or bot I'm formation b milti h keep it up bro,emotion,Happy
4811,Bahi ap bohat achy trikay say bataty hai Thank you so much brother,emotion,Happy
4810,"Thanks a lot bro and love you for this video, amazing information , is me sy kuch baton ka mje b ni pata tha,",emotion,Happy
4809,Shukar hai ke yeh khatarnak mujrim ab dunya mein nahi hai But very nice video,emotion,Happy
4808,Bhai bhut time pehla suna tha k ek don ne apni beti k liye bhut sare paise jla diye the . Ajj pta chala k haan ye sach mein hoya tha. Thankq brother apki videos se hme bhut knowledge milti hai. Thanks alot bhut acchi video thi. Apki. Ap u tube mein sbse alag e bande ho. Love ur channel,emotion,Happy
4807,har bar ap kuch new ly kr aty ho good work sir keep it up,emotion,Happy
4806,Keep it up aik or dilchasp video mein umeed karta hun aap ka channel Pakistan mein no#1 ho jae ga!,emotion,Happy
4805,Nice video bro Bro but plz Islam Kay baray mein video upload kuro Dont mind,emotion,Happy
4804,Nice vedio... Bhai ap ye pics or history kha se search krty hain...,emotion,Happy
4803,no reply abhe ap k Masha Allah hazaron fans hn kuch khas b hn gay aur kuch fazool b may ne Kafi bar comments parhay hn ajeeb he hn log itni achi information mil rahe hai us may b keera nikal laytay hn Ap aisay he achay kam kartay rahain stay blessed,emotion,Happy
4802,Ur all videos are full of information. Ap you tube may Jo videos bantee hai uss ke reality per video banaey and give us the reality behind YouTube videos. Thanx,emotion,Happy
4801,MASHALLAH SIR bohot achi video hai aur ap ki har video ka intezar hota hai mujhy . AND thank you once again . ma nay meri request puri ki thank u. ALLAH AP KO LAMBI ZINDAGI DAY.,emotion,Happy
4800,Apki awaz bht achi Hy ap is ki tuning kesay krty hn bht clear Hy and plz come live,emotion,Happy
4799,Ap ab nai videos upload kio nai karte I love to watch your videos,emotion,Happy
4798,Very interesting video maza aa gya,emotion,Happy
4797,Main boohat stress main hoti hon tou apki videos dekh kar mera mind change ho jata hai..kuch dair ky liye apni tention bhool hi jaati hon..thanks so much realty Tv..apka channel dekhny ka boohat maza aata hai..har news pehli news se bhar ky hoti hai..wesy knowledge main izaffa b hota hai..just love ur channel,emotion,Happy
4796,strange very strange buhat achi video hai pata hai ab ap k pass time nai reply ka khair koi baat nai aisay he achi video's banatay rahain stay blessed,emotion,Happy
4795,"bro good information, ak jahaz par horror movie b ban chuki ha us ka name mere zehan sy nikal chuka ha",emotion,Happy
4794,"Thank you very much kaafi interesting video hai, bhai main abhi bhi Bruce Lee ke video ka wait karraha hon, please banayai.",emotion,Happy
4793,bahi ma ap ka Fan ho dera bugti sa I love you,emotion,Happy
4792,Your voice is amazing Allah pak ap ko kabiya ata farmaye....,emotion,Happy
4791,Jani ap k videos achay hai lakin agar ap naraz nhi hongy to ap videos tory jaldi upload kary good videos,emotion,Happy
4790,bhai ye khofnaak pics mat dala karo dar lagtah ha wese achi video ha keep it up bro.,emotion,Happy
4789,Great job mera bhai keep it up,emotion,Happy
4788,Awsm video nd channel...keep it up...aise hi scary videos upload krdo maza ata hai,emotion,Happy
4787,Yar plz ase video mat banaya karo magar apki sab video bhut achi hai I like your video I subscribed your channel,emotion,Happy
4786,Yaar aap ki videos kisi horror movie se kam nahi hoti very interesting,emotion,Happy
4785,Yar ap video bhuhat achi banate ho k sunay ma maza bhi ata keep it up!!!,emotion,Happy
4784,Aslamo aliekum bhai u and ur video very nice take care Allah hafiz,emotion,Happy
4783,Amzaing Video Bhai Apka Fb Page Kay Name Batye Please,emotion,Happy
4782,Salam bro great video .......mare request hai ke ap (Russia ke partitions kese hoE is par bhi vedio bana hain....,emotion,Happy
4781,Bohot achi videos banaty ho.... You have such a nice voice bro. And you speak very well....,emotion,Happy
4780,bilkul sir you are great,emotion,Happy
4779,excellent buhat achi information hai aur YouTube ka sahe istamal kar rahay hn Aur achi baat batana aik sada jariya hai jeetay rahain aur Aisi he unique videos banatay rahain khub taraqi karain ameen stay blessed,emotion,Happy
4778,Bhai ap bht ache videos bnata ho you are great bro,emotion,Happy
4777,Nice and amazing video please global networking per koi video banaye,emotion,Happy
4776,Ap hamesha hi bhat achi information deaty han I like your work allah bless you,emotion,Happy
4775,Best video ever I love your videos Aap ki videos se hame hamaisha acha sabaq milta hain GREAT Video Love your videos,emotion,Happy
4774,Both achi video hai bro keep it up,emotion,Happy
4773,love u sir g from dera bugti....ap ki video se achi information milti ha aur boht maza ata ha apki video dekh kar,emotion,Happy
4772,Very nice video bohot acha hai superb bro allah ap ko apni hefazat may raky nice voice i like it WhatsApp number plZZ,emotion,Happy
4771,awesome video ap Kafi information achay se collect kartay hn Masha Allah kahain koi Kami nai hoti wait rehta hai nai video ka Balkay unique video ka stay blessed,emotion,Happy
4770,I really like Paris but muja pata hi ni tha is information ka bare ma thanku sir ya best topic ha thanku is topic per video banane ka liya again thanku great video keep it up,emotion,Happy
4769,Shukriya Brother Hamen ye informaction btany k liye Good Job Allah Pak Ap ko kamyab Kary Ameen,emotion,Happy
4768,Good video but roshnion ka shehar to pakistan ka karachi hai,emotion,Happy
4767,"good channels n to the point, humjinsprasti ki history banay detailed",emotion,Happy
4766,You are going Good MashAllah Me Pehli Dafa ayaaa apny Channel pay And Really good to see all,emotion,Happy
4765,I like this vidio app bilcul sach boltay hay may nay app ka chanal bi subscribe kia hua hay app muslim hay kia? Aur app pakistan ki kabar zada dia karayyy,emotion,Happy
4764,Ur voice nd batane ka andaz is awesome. Buht hi achi videos ki knoladge dete ho ap,emotion,Happy
4763,"A.O.Alikum bro I am First view to your channel And Also i subscribe your channel Really superb video's And personally apse mn kehna chahta hun ki bhai mujhe buht shoqe he Historical Books, perhne ka ur places visit kerne ka ur video's dekhne ka mn khud ese Historical places per research ker raha hun For my self Really Superb Video's",emotion,Happy
4762,"Very informative video. is topic k bare mai ek movie b bana hai jis ka naam As Above, So Below hai. WARNING kamzor dil wala ye movie na dekhe.",emotion,Happy
4761,"Wow wow wow, great information. Laajawaab bhaijaan. Kya khub aap sab team ki mehnat hai. Muje bahot bahot passand aaya hai. Keep it up.....!",emotion,Happy
4760,"Bhai I love your video but mere request complete ker do ke footballers ke salary or wo kon kon se or cheezon ke owner , is ke video ko bana do Plz bhai",emotion,Happy
4759,France Bohat beautiful city ha lekin All that glitters are not gold. France upper say it's beautiful magar neechay lakh lashein. Unbelievable,emotion,Happy
4758,Keep it up Bhot Achi Vdos bnatein han Ap MaashaAllah se,emotion,Happy
4757,Uffff I really lvd this vdo. Ye apki st vdo ha jo mje boht zada pasand i ha. Plz asi he vdos or b share krty raho. Ye sai ma super duper vdo ha,emotion,Happy
4756,nice information bhai.... or han mein to in tunnels mein kabhi bhi na jaon.......,emotion,Happy
4755,I love this video please ase or bhe video bhajen France ka qabristan ka mutalaq,emotion,Happy
4754,"achi video bana lete hein ab , great sciencefiction",emotion,Happy
4753,Apki videos buhot pasand hai..good job,emotion,Happy
4752,Muja Apke Videos Fake Lagtee Ha Pata Nhee Q Lakin apke Koi Video Miss Nhee Karta I am You Biggest Fan Bro,emotion,Happy
4751,This channel is my favourit is ki videos bohat interisting hoti hai awesome amazing,emotion,Happy
4750,very interesting and informative video Balkay amazing bus har dor mn aisa hai insaan bohat selfish ho jata hai nai pata kab off ho jaye ye ameer log agar % b Ghareeb ko dn tu dunya mn ghurbat khatam ho jaye khair video achi aur hamaysha unique hoti hai stay blessed,emotion,Happy
4749,Great video ..lkn ap ne ye ni bataya k aj b log is buddhe ko kis waja se yad karte h ye to batao...is k pese na dene ki waja se ya koi or waja se,emotion,Happy
4748,Nice very Nice videos bhai shukreya brother,emotion,Happy
4747,Bhut acchi video thi bhai. Mai har bar aapki hi ki video k notification ki wait krta hon. Plz videos upload krte rha kijiye. God bless u . Waheguru mehar kre tuhade ute,emotion,Happy
4746,Masallaha bhai mai in the world ka trailer dekha,emotion,Happy
4745,Sir ap ki videos bemisal ha owesome very nice sir ap shatranj ki tarik ki ek video banae,emotion,Happy
4744,bhai zbrdst apki btyn btny ka tareqa bhot axha ha.keep it up,emotion,Happy
4743,waoo . ap itni intresting story milt kaha se hai . keep it up,emotion,Happy
4742,Main zida kiso commints to nahi karta Lakin this video is amazing,emotion,Happy
4741,bro you are such a amazing then all youtube raelity chanels. bro but ap ye video edit konse app py krty ho or voice bhi edit krty ho yaa wo voice bhi ap kisi ap se record krty ho?? can you tell me??,emotion,Happy
4740,Nice video bro bohat maza aya aap ki videos dekh kr,emotion,Happy
4739,Brother... Yeh Bht he insprational video thi.. I really enjoy it... And thankyou..for making Videos like this.......,emotion,Happy
4738,nice bro mjhy apki videos ka he intzar hota hy,emotion,Happy
4737,amazing aisa b hota hai nice and unique video stay blessed,emotion,Happy
4736,wah rd wali woman kitni himat wali or umeed wali the ka osy zinda rahna ha so brave,emotion,Happy
4735,Ap ne buht Mehnet se Buht Buht Achi Video bnayi he. Keep it up. Carry on. hope for the Best.,emotion,Happy
4734,Both are brave but No wala bnda Bara zidi tha bnda lekin bari himat ki bt ha saal aik jga awesome.,emotion,Happy
4733,bhttttttt hi alag hai i appreciate your work...,emotion,Happy
4732,I am your new subscriber sir ap ki videos bhOt hi interesting hai I love it,emotion,Happy
4731,Mein tmam logon ko kehta ke Bhai ka channel zaroor subscribe karen is jaisa Informative channel mein ne aaj tak naheen daikha Love U Big Bro,emotion,Happy
4730,Bohat informative video thi...Nice job..,emotion,Happy
4729,"Love you Bhai, apki video ka bht wait Krta hu aoki video bht achi hoti hn love you Bhai again",emotion,Happy
4728,Thank you so much mera bhai mujhe YouTube ka barama Jana tha ap na bata diya aur mere bhai ya YouTube ka channel hain jisa mane like aur subscribe kiya hain keep it up,emotion,Happy
4727,Love you sir ap ne YouTube par video bana e Thenx sir,emotion,Happy
4726,Buhat achi informative and inspirational video thanks for uploading and esi videos upload krte rahain thanks,emotion,Happy
4725,Nice but bro please bill gates ki kahani share kro please jo duniya ka sab ammer tareen insaan he,emotion,Happy
4724,ap ka channel buhut acha hai ache tariky se ap samjahte hai aur jin ne ap ko dislike keya hai aun ko aise channels pasand nahi houn ge ager aise channels pasand nahi hai tu dikahi nahi karo aur dislike tu bilkul bhi nahi karo best channel for information in pakistan,emotion,Happy
4723,Nice information my chanel name is emaan lifestyle and i am pakistani girl mere videos bhe zaror dekhna pleaseeeeeeeeeeeeee or like or subscribe bhe karna,emotion,Happy
4722,Kafi Achi video ha bro. agli video Conjuring ki story pa banay good job,emotion,Happy
4721,WalaikumAasalam warahmatulahi wabarakatuhu Nice very Nice videos bhai shukreya brother,emotion,Happy
4720,"Very Interesting Story Brother! Maza aa gia sun kr, in your melodious Voice!",emotion,Happy
4719,Thank you very much mera bhai apna video jaldi upload kardi,emotion,Happy
4718,Nice story with nice voice waise abhi tak aap ka naam nahi pata chala hai aap ka naam hai kya waise ?,emotion,Happy
4717,Aise b log hote Hain ...par aapne sahi kaha k nakhal ko b aqal chahiye. .wah sir you are great,emotion,Happy
4716,Bhai asi nakal tho am School ma keya kertha they jo yeah ithna baray show ma kertha hain hahahaha Daik am bachpan ma in sy zeyada chalak they agar am hothey tho kabi kansthey kabi chekthy kabi wao bolthey hor kesi ko shak bi na hotha Agree guys tho like ma commoooooo,emotion,Happy
4715,nice video bhai aik sawal tha k ap video edit k liyay kon sa softwareb use krty ho?,emotion,Happy
4714,Brother u r doing great job keep it up Allah aapko kamyabi de,emotion,Happy
4713,very nice and interesting video unique tu hoti he hai stay blessed,emotion,Happy
4712,Apki video's bhot axhii hai or sab sachii baty hoti hai video's me gud job..,emotion,Happy
4711,nice video bhai....lakin ma ny raat k waqat dekhi isi liyay dar lggg raha....ee,emotion,Happy
4710,I think wo larki Possessed he thi isi liye to us k itni khatarnak awazien record howi thi na...By the Way Nice Video....,emotion,Happy
4709,Yeww are awesome broooo...apke bolne ka andaaz bahut hi khubsoorat hai...aur bahut axhi tarah smjh aata hai..bahut khubb bhaii...god bless yewww..??,emotion,Happy
4708,Yar mai indian ho and u r my fav paskistani u tuber,emotion,Happy
4707,i love u bro mene ye pele b para ta aur iski real voice b suni ti Jo jo Apne btaya Bilkul same hai bro apke channel se hamy both Faida ota hai bro Thank u so much,emotion,Happy
4706,i knw this stry bhai pher bhi sunke bhot acha laga aa bhai bst of luck frm india,emotion,Happy
